cap_unit,cap_includes_presale,token_type,total_number_of_tokens,token_standard,additional_token_emissions,Crowdsale is auction,Has a presale,Development road map available,Whitepaper page count,Product or prototype developed,Product can be tried out,Years since foundation,Issuer has customers for product,Business model available,Smart contract code available,Project code available,Use of proceeds mentioned,Use of proceeds disclosed in detail,Token share team (ex ante),Token share producers/miners (ex ante),Unsold tokens 'burnt' or proportional allocation,Unsold tokens kept by issuer,vc_support_general,vc_support_blockchain_specialist,Investors have governance rights,Experienced team,Team member with business background,advisor_quality,legal_structure,registration_country,Independent custodian for ICO funds,portfolio_converted_into_fiat,Funding milestones,Qualified investors only,Simple agreement for future tokens (SAFT),KYC/AML procedure,US retail investors excluded,Investors from other (non-US) jurisdictions excluded,Legal advisor disclosed,Financial advisor disclosed,air_drop_after_ICO ,industry,Total amount raised (USDm),BTC_ret_ico_period,Fundraiser has maximum ('hard cap'),Fundraiser has minimum ('soft cap'),soft_cap_unit,hard_cap_unit,price_crowdsale,Crowdsale max. discount (%),US_qualified_only,Team business background missing,Team experience missing,Team tokens locked up,issued_on_other_platf,Legal form and jurisdiction known,Postal address known,Registered in offshore financial center,switzerland,is_ethereum,Is cryptographic token,Has VC backing,has_generalist_vc,has_specialist_vc,Unknown or low quality advisors,High quality advisory team,Token supply is fixed,Celebrity endorsement,Is a security,Is a utility token,token_is_cryptocurrency,token_is_new_blockchain,Is currency or general purpose blockchain,Decentralised platform,Legal entity is foundation,Legal entity is corporation,Legal entity is LLC,"Length of crowdsale (calendar days, actual)","Length of crowdsale (calendar days, planned)",presale_transparent,industry.1,length_of_ico
tokens,1,Utility-token,1000000000,ERC-20,0,0,1,1,29,0,0,0,0,1,1,0,0,0,1,0,0,1,No,No,0,1,0,low,unknown,Seychelles,0,0,0,0,0,0,1,1,1,0,1,Trading & Exchanges,14,1,1,0,tokens,tokens,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,30,30,1,Trading & Exchanges,29
USD,1,Utility-token,100000000,ERC-20,0,0,1,1,32,1,1,9,1,1,1,0,1,0,1,0,0,1,Edison Partners; Center for Innovative Technology; Torian Capital,No,0,1,1,neutral,joint-stock corporation,United States,0,0,0,0,0,0,1,1,0,1,0,Search,1,1,1,0,USD,USD,1,56,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,148,148,1,Search,147
ETH,1,Utility-token,1395076055,ERC-20,1,0,1,1,12,1,0,3,0,0,1,1,0,0,0,0,0,1,No,No,1,0,0,high,unknown,unknown,0,0,0,0,0,1,1,1,0,0,1,Trading & Exchanges,36,0,1,1,ETH,ETH,0,17,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,16,31,0,Trading & Exchanges,15
ETH,1,Utility-token,2703356,ERC-20,1,0,0,1,21,0,0,0,0,1,1,0,1,0,0,0,1,0,No,No,0,1,1,neutral,joint-stock corporation,United States,0,0,0,0,0,0,0,0,1,0,0,Content Management,3,0,1,1,ETH,ETH,2,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,31,30,1,Content Management,30
tokens,1,Utility-token,999999999,ERC-20,0,0,1,1,29,1,1,1,0,0,1,0,1,0,0,0,1,0,No,No,1,0,1,high,joint-stock corporation,Estonia,0,0,0,0,0,1,1,1,1,0,0,Health,18,0,1,1,tokens,tokens,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,12,11,1,Health,11
USD,1,Utility-token,100000000,ERC-20,0,0,0,1,19,0,0,3,0,1,0,0,1,0,1,0,0,1,Polytech ecosystem venures,Pantera Capital,0,1,1,high,limited liability partnership,United Kingdom,0,0,0,0,0,0,1,1,0,1,0,Art & Music,15,0,1,1,USD,USD,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,33,31,1,Art & Music,32
ETH,1,Utility-token,100000000,ERC-20,0,0,0,1,10,0,0,0,0,1,1,0,1,0,0,0,1,0,No,No,0,0,1,neutral,limited liability partnership,Switzerland,1,0,1,0,0,0,0,0,1,1,0,Social Networks,6,0,1,0,ETH,ETH,0,25,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,4,29,1,Social Networks,3
tokens,1,Utility-token,1250000,ERC-20,1,0,0,1,7,0,0,1,0,0,0,0,0,0,1,0,0,1,No,No,0,0,0,neutral,joint-stock corporation,Switzerland,0,0,0,0,0,0,1,0,1,1,0,Finance,3,0,1,0,tokens,tokens,6,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,29,1,Finance,0
tokens;USD,1,Utility-token,1000000000,ERC-20,0,0,0,1,17,1,1,3,1,1,1,0,0,0,0,0,0,1,No,No,1,0,1,neutral,limited liability partnership,United States,0,0,0,0,0,1,0,1,0,0,0,Communications,10,0,1,1,tokens,USD,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,31,31,1,Communications,30
USD,1,Cryptocurrency,17422798,ERC-20,0,0,1,1,76,1,1,2,1,1,1,1,1,0,0,0,1,0,No,No,0,1,0,high,joint-stock corporation,Singapore,0,0,0,0,0,0,1,0,0,0,0,Finance,14,0,1,1,USD,USD,1,25,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,35,35,1,Finance,34
USD;ETH,1,Utility-token,1248964,ERC-223,1,0,1,1,49,1,1,2,1,1,0,0,1,0,1,0,1,0,No,No,0,1,1,neutral,joint-stock corporation,United States,0,0,0,0,0,1,0,0,0,0,0,Blockchain Infrastructure,4,1,1,1,USD,ETH,8,7,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,63,63,1,Blockchain Infrastructure,62
ETH,0,Utility-token,200000000,ERC-20,0,0,1,1,26,0,0,3,0,1,1,1,1,0,0,0,0,1,No,No,0,0,0,neutral,joint-stock corporation,Estonia,0,0,0,1,1,0,0,1,0,0,0,Finance,3,1,1,0,ETH,ETH,1,26,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,31,31,0,Finance,30
USD,1,New Blockchain,888000000,Stellar,0,0,1,1,38,1,1,0,0,0,0,0,0,0,1,0,0,1,Camp One Ventures,Nirvana Capital,0,0,0,medium,joint-stock corporation,Cayman Islands,0,0,0,0,0,1,1,0,1,0,0,Communications,39,0,1,0,USD,USD,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,2,1,Communications,0
tokens,0,Security,30000000,ERC-20,0,0,1,1,20,1,1,1,0,0,1,1,1,0,0,0,0,1,No,No,1,1,0,high,joint-stock corporation,Switzerland,0,0,1,0,0,1,1,1,0,0,0,Drugs & Healthcare,15,0,1,0,tokens,tokens,1,18,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,22,22,1,Drugs & Healthcare,21
ETH,1,Cryptocurrency,31588000,ERC-20,0,0,0,0,32,1,0,0,0,1,0,0,1,0,1,0,1,0,No,No,0,1,1,high,limited liability partnership,Switzerland,0,0,0,0,0,0,1,1,0,0,0,Payments,27,0,1,1,ETH,ETH,3,33,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,32,31,1,Payments,31
ETH,1,Utility-token,402400000,ERC-20,0,0,0,1,47,0,0,1,0,1,1,0,1,0,1,0,1,0,No,No,0,1,1,high,limited liability partnership,Switzerland,0,0,0,0,0,0,0,0,1,1,0,Payments,29,0,1,1,ETH,ETH,0,17,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,34,1,1,Payments,33
tokens,1,Utility-token,196767206,ERC-20,0,0,1,1,9,0,0,0,0,0,1,0,0,0,0,0,0,1,No,No,0,1,0,unknown,joint-stock corporation,Estonia,0,0,0,0,0,1,1,0,0,0,0,Trading & Exchanges,5,0,1,1,tokens,tokens,0,5,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,22,9,0,Trading & Exchanges,21
USD,1,Utility-token,100000000,ERC-20,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,No,No,0,1,0,unknown,unknown,Cayman Islands,0,0,0,0,0,1,1,1,1,1,0,Content Management,5,0,1,1,USD,USD,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,31,3,1,Content Management,30
ETH,0,Security,5000000,ERC-20,0,0,1,1,16,0,0,1,0,1,1,0,0,0,0,0,0,1,No,No,0,0,0,neutal,foundation,Switzerland,0,0,0,0,0,0,0,0,0,0,0,Finance,3,0,1,0,ETH,ETH,2,25,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,31,31,0,Finance,30
CHF,0,Utility-token,32433366,ERC-20,0,0,1,0,32,1,1,0,0,1,1,1,1,0,0,0,1,0,No,No,0,0,1,unknown,unknown,Switzerland,0,0,0,0,0,0,0,0,0,0,0,Privacy & Security,17,0,1,1,CHF,CHF,1,17,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,15,0,Privacy & Security,0
USD,0,Utility-token,77910266,ERC-20,0,0,1,1,79,1,1,3,1,1,1,0,1,0,0,0,1,0,No,No,0,1,1,high,joint-stock corporation,Germany,0,0,0,0,0,1,1,1,1,1,0,Payments,65,1,1,1,USD,USD,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,27,27,1,Payments,26
EUR,1,Utility-token,29800000,ERC-20,0,0,1,1,40,0,0,1,0,1,1,1,1,0,0,0,1,0,No,No,1,1,1,unknown,limited liability partnership,France,0,0,0,1,0,1,1,1,1,1,0,Finance,12,0,1,0,EUR,EUR,1,20,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,38,38,1,Finance,37
tokens,1,Utility-token,100000000,ERC-20,0,0,1,1,36,0,0,0,0,1,0,0,1,0,0,0,1,0,No,No,0,1,1,neutral,joint-stock corporation,Estonia,0,0,0,0,0,0,1,1,0,0,0,Data Analytics,56,0,1,0,tokens,tokens,2,31,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,40,1,Data Analytics,0
ETH,0,New Blockchain,21000000,ERC-20,0,0,1,1,9,1,1,0,0,0,1,1,1,0,0,1,0,1,No,No,0,0,0,unknown,joint-stock corporation,British Virgin Islands,0,0,0,0,0,0,1,0,0,0,0,Blockchain Infrastructure,12,0,1,0,ETH,ETH,1,29,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,31,11,0,Blockchain Infrastructure,30
BTC,1,Utility-token,120000000,ERC-20,0,0,1,1,43,0,0,0,0,1,1,0,1,0,1,0,0,1,No,No,0,1,1,high,unknown,British Virgin Islands,0,1,0,0,0,0,0,1,0,0,0,Video Games & VR,3,0,1,0,BTC,BTC,1,20,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,26,26,0,Video Games & VR,25
tokens,1,Security,100000000,ERC-20,1,0,0,0,23,0,0,1,0,0,1,1,0,0,1,0,0,1,No,No,1,1,0,high,joint-stock corporation,Hong Kong,0,1,0,0,0,1,0,0,1,1,1,Trading & Exchanges,14,0,1,1,tokens,tokens,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,13,13,1,Trading & Exchanges,12
USD,1,Cryptocurrency,140245398,ERC-20,0,0,0,1,16,0,0,4,0,1,0,0,1,0,0,0,1,0,SBI Investment; SMDV; SMBC; Golden Gate Ventures; Ascend Capital; East Ventures; Krungsri; 500 Startups,Pantera Capital; Kenetic Capital; Nirvana Capital,0,1,1,high,joint-stock corporation,Singapore,0,0,0,0,0,0,1,1,0,1,1,Payments,27,0,1,0,USD,USD,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,21,21,1,Payments,20
USD,1,Utility-token,249308531,ERC-223,0,0,1,1,42,1,1,1,0,1,1,1,1,0,0,0,1,0,No,No,1,0,0,unknown,joint-stock corporation,United Kingdom,0,0,0,0,0,0,0,0,0,0,1,Content Management,6,0,1,0,USD,USD,0,13,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,36,35,1,Content Management,35
USD;tokens,1,Utility-token,500000000,ERC-20,0,1,1,1,27,1,0,5,1,1,1,1,1,1,1,0,1,0,No,No,1,0,1,high,limited liability partnership,Slovenia,0,0,0,0,0,1,0,0,1,0,0,Provenance & Notary,19,0,1,1,USD,tokens,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,27,1,Provenance & Notary,0
ETH,1,Utility-token,55679834,ERC-20,0,0,1,1,25,1,1,1,0,1,1,0,0,0,0,0,1,0,No,No,0,0,0,high,joint-stock corporation,United Kingdom,0,0,0,0,0,0,1,1,0,0,0,Travel & Tourisim,0,1,1,1,ETH,ETH,0,25,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,63,29,1,Travel & Tourisim,62
tokens,1,Utility-token,100000000,ERC-20,0,0,1,1,19,0,0,2,0,1,0,0,1,0,0,0,1,0,StartUp Health; Boomtown Accelerator; MedTech Innovator,No,0,1,1,high,joint-stock corporation,United States,0,0,0,0,0,0,0,0,0,0,0,Drugs & Healthcare,11,0,1,1,tokens,tokens,0,17,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,29,4,1,Drugs & Healthcare,28
USD;tokens,0,Utility-token,800000000,ERC-20,0,0,1,0,38,0,0,1,0,0,1,0,1,0,0,0,0,1,No,No,0,1,1,high,joint-stock corporation,Switzerland,0,0,0,0,0,0,0,1,0,0,0,Payments,23,0,1,1,USD,tokens,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,3,3,1,Payments,2
tokens,1,Utility-token,19893268,ERC-20,0,0,1,1,37,0,0,4,0,1,1,0,1,1,0,0,1,0,Clarsia Investments; Internet Initiatives Development Fund,Uncharted Capital,0,1,1,high,joint-stock corporation,Cayman Islands,0,0,0,0,0,1,0,0,1,0,1,Video Games & VR,7,0,1,0,tokens,tokens,2,14,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,30,30,0,Video Games & VR,29
USD,0,Utility-token,3141592653,ERC-20,0,0,1,0,26,1,1,1,0,1,0,1,1,0,0,0,0,1,No,Fenbushi Capital; BTC Labs,0,0,1,unknown,joint-stock corporation,Singapore,0,0,0,0,0,0,1,1,0,0,0,Content Management,11,0,1,0,USD,USD,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,30,1,Content Management,0
tokens,1,Security,4268349,ERC-20,0,0,0,1,25,0,0,0,0,0,0,0,1,0,0,0,1,0,No,No,0,1,1,neutral,foundation,Estonia,0,0,0,0,0,1,1,0,0,0,0,Finance,31,0,1,0,tokens,tokens,8,20,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,36,36,1,Finance,35
USD,0,Utility-token,1000000000,ERC-20,0,1,1,1,34,0,0,2,0,1,0,0,1,0,1,0,1,0,No,No,0,1,1,low,joint-stock corporation,Australia,0,0,0,0,0,0,1,1,0,1,0,Energy & Utilities,26,0,0,0,USD,USD,0,20,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,25,25,1,Energy & Utilities,24
tokens,1,Utility-token,1250,Waves,0,0,0,1,10,1,1,0,1,1,0,0,1,0,0,0,0,1,No,No,1,0,1,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,Real Estate,8,0,1,1,tokens,tokens,7864,40,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,31,3,1,Real Estate,30
ETH,0,Utility-token,1275455,ERC-20,0,0,1,1,75,0,0,2,0,1,1,0,1,0,0,0,1,0,No,No,0,1,1,neutral,joint-stock corporation,Gibraltar,0,0,0,0,0,1,1,1,0,0,0,Communications,3,0,1,1,ETH,ETH,3,25,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,30,30,1,Communications,29
ETH,1,Security,2362062,ERC-20,0,0,1,0,19,0,0,0,0,1,1,0,1,0,1,0,0,1,No,No,0,0,0,neutral,unknown,Estonia,0,0,0,0,0,0,0,0,0,0,0,Finance,3,0,1,0,ETH,ETH,41,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,31,31,0,Finance,30
USD,0,Utility-token,100000000,ERC-20,0,0,1,1,31,1,1,2,0,1,1,0,0,0,1,0,0,1,No,No,0,1,0,high,joint-stock corporation,United States,0,0,0,0,0,0,0,0,0,0,0,Real Estate,12,0,1,0,USD,USD,1,13,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,55,55,0,Real Estate,54
USD,0,Utility-token,33787150,ERC-20,0,0,1,0,20,0,0,0,0,1,1,0,0,0,0,0,1,0,No,No,0,1,1,neutral,unknown,unknown,0,0,0,0,0,0,1,0,0,0,0,Content Management,1,0,1,1,USD,USD,0,29,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,31,14,0,Content Management,30
tokens,0,Utility-token,1000000000,ERC-20,0,0,1,1,73,1,1,3,1,1,0,0,1,0,1,0,0,1,Jafco; B Dash Ventures; SBI Investment; Mistletoe; Digital Garage,No,0,1,1,high,joint-stock corporation,Singapore,0,0,0,0,0,1,0,1,0,0,0,Finance,87,0,1,1,tokens,tokens,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,3,3,0,Finance,2
tokens,0,Utility-token,100000000,QTUM,0,0,1,1,40,1,1,0,1,1,0,0,1,0,1,0,0,1,No,No,0,1,0,unknown,foundation,Singapore,0,0,0,0,0,1,0,0,0,0,0,Social Networks,12,0,1,0,tokens,tokens,0,9,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,2,31,1,Social Networks,1
NEO,0,Utility-token,600000000,NEO,0,0,1,1,34,0,0,3,0,1,0,0,1,0,1,0,1,0,No,District 13,0,1,1,neutral,joint-stock corporation,Hong Kong,0,0,0,0,0,1,1,1,0,1,1,Communications,21,0,1,0,NEO,NEO,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,32,32,1,Communications,31
tokens,1,Cryptocurrency,100000000,ERC-20,0,1,0,0,0,0,0,3,0,0,1,1,0,0,1,0,0,1,No,Nirvana Capital,0,1,0,unknown,other,Liechtenstein,0,0,0,0,0,1,0,0,0,0,0,Payments,32,0,1,0,tokens,tokens,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,15,15,1,Payments,14
ETH,1,Security,19717288,ERC-20,0,0,1,0,38,0,0,0,0,1,1,0,1,1,0,0,1,0,No,No,0,1,1,high,joint-stock corporation,Singapore,0,0,0,0,0,0,0,0,0,0,0,Real Estate,11,0,1,0,ETH,ETH,1,17,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,31,31,1,Real Estate,30
ETH,1,Utility-token,100000000,ERC-20,0,0,0,1,11,0,0,4,0,0,0,0,1,0,1,0,0,1,No,No,0,1,1,unknown,limited liability partnership,United Kingdom,0,0,0,0,0,0,0,0,0,0,0,Commerce & Advertising,0,0,1,1,ETH,ETH,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,55,55,1,Commerce & Advertising,54
ETH,0,Cryptocurrency,1000000000,ERC-20,0,0,1,1,23,0,0,0,0,0,1,0,1,0,0,0,0,1,YCombinator,No,1,0,0,high,foundation,Switzerland,0,0,0,0,0,1,1,0,0,0,0,Payments,34,0,1,0,ETH,ETH,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,3,5,0,Payments,2
USD,1,Utility-token,500000000,ERC-20,0,0,1,1,89,1,0,7,1,1,0,0,1,0,0,0,1,0,No,No,0,1,1,high,joint-stock corporation,Romania,0,0,0,0,0,1,1,1,1,1,0,Energy & Utilities,30,0,1,0,USD,USD,0,13,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,29,29,1,Energy & Utilities,28
USD,1,Security,100000000,ERC-20,0,0,1,1,25,0,0,0,0,0,1,0,1,0,0,0,0,1,No,No,0,0,0,unknown,joint-stock corporation,Malta,0,0,0,0,0,1,1,1,0,0,0,Trading & Exchanges,10,0,1,1,USD,USD,0,9,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,4,46,1,Trading & Exchanges,3
tokens,0,Utility-token,1000000000,ERC-20,0,0,1,1,26,0,0,4,0,1,0,0,1,0,0,0,0,1,Funders Club,Tim Draper; Pantera Capital; Fenbushi Capital; DCG; Huiyin Blockchain Ventures; Medici Ventures; Boost VC; Barry Silbert,0,1,1,high,joint-stock corporation,Cayman Islands,0,0,0,0,0,0,0,1,0,0,0,Finance,38,0,1,0,tokens,tokens,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,18,13,1,Finance,17
ETH,0,Utility-token,83000000,ERC-20,0,0,1,1,22,1,1,0,0,0,1,1,1,0,0,0,1,0,No,No,0,0,0,high,joint-stock corporation,Switzerland,0,0,0,0,0,0,1,0,1,0,0,Trading & Exchanges,15,0,1,1,ETH,ETH,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,2,32,1,Trading & Exchanges,1
USD,1,Security,100000000,ERC-20,0,0,0,0,78,1,0,6,1,1,1,0,1,0,0,0,0,1,No,No,0,1,1,unknown,limited liability partnership,Singapore,0,0,0,1,0,1,1,0,0,1,0,Finance,12,1,1,1,USD,USD,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,73,73,1,Finance,72
USD,0,Utility-token,6000000000,ERC-20,0,0,1,1,29,1,1,2,0,0,1,1,1,0,1,0,0,1,Accenture Fintech Lab Accelerator; SCB Digital Ventures; Cyberport Accelerator,No,0,1,0,high,limited liability partnership,Mauritius,0,0,0,0,0,1,0,0,1,0,0,Identity & Reputation,22,0,1,1,USD,USD,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,18,1,Identity & Reputation,0
tokens,0,Cryptocurrency,124131896,ERC-20,0,0,1,1,20,0,0,4,0,0,0,0,1,0,1,0,1,0,No,No,0,1,1,high,limited liability partnership,United Kingdom,0,0,0,0,0,0,1,0,1,1,0,Charity,4,0,0,0,tokens,tokens,0,20,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,31,31,0,Charity,30
USD,1,Utility-token,32000000,ERC-20,0,0,0,1,55,0,0,1,0,1,1,1,1,0,1,0,1,0,No,No,1,0,0,low,joint-stock corporation,Hong Kong,0,0,0,0,0,1,1,1,1,1,0,Finance,4,0,1,0,USD,USD,0,46,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,85,77,1,Finance,84
tokens,1,Utility-token,800000000,ERC-20,0,1,1,1,36,0,0,1,0,0,1,1,1,0,1,0,1,0,Correlation Ventures; Greycroft; Vectr Ventures; 500 Startups,CM Crypto Capital; Hashed,0,0,1,high,joint-stock corporation,Hong Kong,0,0,0,0,0,1,0,1,1,1,0,Commerce & Advertising,22,1,1,1,tokens,tokens,0,30,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,18,18,1,Commerce & Advertising,17
USD,0,Security,1000000000,ERC-20,0,0,1,1,28,0,0,2,0,1,1,0,1,0,0,0,0,1,No,No,0,1,1,neutral,limited liability partnership,Switzerland,0,0,0,0,0,0,0,0,1,1,0,Events & Entertainment,6,0,1,1,USD,USD,0,33,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,28,1,0,Events & Entertainment,27
USD,1,Utility-token,1000000000,ERC-20,0,0,1,1,53,1,1,0,0,1,1,1,1,0,0,0,0,1,No,No,1,1,1,high,foundation,Netherlands,1,0,0,0,0,1,1,1,0,0,0,Data Analytics,33,0,1,0,USD,USD,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,2,2,1,Data Analytics,1
tokens,1,Utility-token,573145078,ERC-20,0,0,0,1,33,0,0,3,0,1,1,0,1,0,1,0,1,0,Singulariteam,No,0,1,1,high,joint-stock corporation,Switzerland,0,0,0,0,0,0,0,0,0,0,0,Communications,158,0,0,0,tokens,tokens,1,50,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,14,14,1,Communications,13
ETH,1,Utility-token,488183483,ERC-20,0,0,0,1,18,0,0,0,0,1,1,0,1,0,0,0,1,0,No,No,0,0,0,unknown,joint-stock corporation,Hong Kong,0,0,0,0,0,0,0,0,0,0,0,Video Games & VR,3,0,1,1,ETH,ETH,0,17,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,31,31,1,Video Games & VR,30
tokens,1,Security,722932,ERC-20,0,0,0,1,21,1,0,10,1,0,1,0,0,0,0,0,1,0,No,No,1,1,0,unknown,joint-stock corporation,United Kingdom,0,1,0,0,0,0,1,0,0,0,0,Finance,2,0,0,0,tokens,tokens,3,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,46,46,1,Finance,45
tokens,1,Utility-token,16714020,ERC-20,0,0,0,1,22,0,0,3,0,1,1,0,1,0,0,0,1,0,No,No,0,0,0,low,joint-stock corporation,Australia,0,0,0,0,0,0,0,0,0,0,0,Social Networks,6,0,1,1,tokens,tokens,0,41,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,50,50,1,Social Networks,49
